time_point,subject,task,time_cat,trait,n,sum,phase
5,yaro,vfood,5,1,12,12,2
5,yasa,vfood,5,1,12,9,2
5,youma,vfood,5,1,12,9,2
5,zira,vfood,5,1,12,11,2
6,alex,vfood,6,1,12,11,2
6,amira,vfood,6,1,12,7,2
6,azibo,vfood,6,1,12,12,2
6,bimbo,vfood,6,1,12,10,2
6,daza,vfood,6,1,12,12,2
6,diara,vfood,6,1,12,12,2
6,dokana,vfood,6,1,12,12,2
6,fraukje,vfood,6,1,12,10,2
6,frederike,vfood,6,1,12,11,2
6,frodo,vfood,6,1,12,12,2
6,hope,vfood,6,1,12,6,2
6,jasongo,vfood,6,1,12,12,2
6,kasai,vfood,6,1,12,12,2
6,kianga,vfood,6,1,12,12,2
6,kibara,vfood,6,1,12,12,2
6,kio,vfood,6,1,12,12,2
6,kumili,vfood,6,1,12,12,2
6,kuno,vfood,6,1,12,12,2
6,lexi,vfood,6,1,12,11,2
6,luiza,vfood,6,1,12,10,2
6,makeni,vfood,6,1,9,9,2
6,natascha,vfood,6,1,12,10,2
6,ohini,vfood,6,1,12,12,2
6,padana,vfood,6,1,12,12,2
6,pini,vfood,6,1,12,12,2
6,raja,vfood,6,1,12,11,2
6,riet,vfood,6,1,12,10,2
6,sandra,vfood,6,1,12,10,2
6,sari,vfood,6,1,6,5,2
6,sumai,vfood,6,1,12,10,2
6,swela,vfood,6,1,7,4,2
6,tai,vfood,6,1,12,12,2
6,tayo,vfood,6,1,12,9,2
6,yaro,vfood,6,1,12,11,2
6,yasa,vfood,6,1,12,11,2
6,zira,vfood,6,1,12,10,2
7,amira,vfood,7,1,12,11,2
7,azibo,vfood,7,1,12,10,2
7,bimbo,vfood,7,1,12,10,2
7,corrie,vfood,7,1,12,8,2
7,daza,vfood,7,1,12,12,2
7,diara,vfood,7,1,12,12,2
7,dokana,vfood,7,1,12,11,2
7,fraukje,vfood,7,1,12,11,2
7,frederike,vfood,7,1,6,6,2
7,frodo,vfood,7,1,12,12,2
7,hope,vfood,7,1,12,7,2
7,jasongo,vfood,7,1,12,12,2
7,jeudi,vfood,7,1,12,11,2
7,kasai,vfood,7,1,12,12,2
7,kianga,vfood,7,1,12,11,2
7,kibara,vfood,7,1,12,12,2
7,kio,vfood,7,1,12,12,2
7,kisha,vfood,7,1,12,10,2
7,kumili,vfood,7,1,12,12,2
7,kuno,vfood,7,1,12,12,2
7,lexi,vfood,7,1,12,12,2
7,luiza,vfood,7,1,12,12,2
7,maja,vfood,7,1,12,11,2
7,natascha,vfood,7,1,12,11,2
7,ohini,vfood,7,1,12,11,2
7,padana,vfood,7,1,12,12,2
7,pini,vfood,7,1,12,11,2
7,raja,vfood,7,1,12,12,2
7,riet,vfood,7,1,12,11,2
7,sandra,vfood,7,1,12,12,2
7,sari,vfood,7,1,6,6,2
7,sumai,vfood,7,1,12,10,2
7,swela,vfood,7,1,12,10,2
7,tai,vfood,7,1,12,12,2
7,tayo,vfood,7,1,12,11,2
7,yaro,vfood,7,1,12,12,2
7,yasa,vfood,7,1,12,11,2
7,youma,vfood,7,1,6,3,2
7,zira,vfood,7,1,12,10,2
8,abeeku,vfood,8,1,12,12,2
8,alex,vfood,8,1,12,12,2
8,amira,vfood,8,1,12,7,2
8,bimbo,vfood,8,1,12,12,2
8,corrie,vfood,8,1,12,12,2
8,daza,vfood,8,1,12,12,2
8,diara,vfood,8,1,12,12,2
8,dokana,vfood,8,1,12,12,2
8,fraukje,vfood,8,1,12,10,2
8,frederike,vfood,8,1,12,12,2
8,frodo,vfood,8,1,12,12,2
8,hope,vfood,8,1,12,12,2
8,jasongo,vfood,8,1,12,12,2
8,jeudi,vfood,8,1,12,10,2
8,joey,vfood,8,1,12,10,2
8,kasai,vfood,8,1,12,12,2
8,kianga,vfood,8,1,12,12,2
8,kibara,vfood,8,1,12,11,2
8,kio,vfood,8,1,12,12,2
8,kisha,vfood,8,1,12,11,2
8,kumili,vfood,8,1,12,12,2
8,kuno,vfood,8,1,12,10,2
8,maja,vfood,8,1,12,12,2
8,makeni,vfood,8,1,12,9,2
8,natascha,vfood,8,1,12,11,2
8,ohini,vfood,8,1,12,12,2
8,padana,vfood,8,1,12,12,2
8,pini,vfood,8,1,12,12,2
8,raja,vfood,8,1,12,12,2
8,riet,vfood,8,1,12,9,2
8,sandra,vfood,8,1,12,12,2
8,sari,vfood,8,1,12,12,2
8,shanga,vfood,8,1,12,11,2
8,sumai,vfood,8,1,12,9,2
8,swela,vfood,8,1,12,12,2
8,tai,vfood,8,1,12,12,2
8,tayo,vfood,8,1,12,11,2
8,yaro,vfood,8,1,12,12,2
8,yasa,vfood,8,1,6,5,2
8,youma,vfood,8,1,2,1,2
8,zira,vfood,8,1,12,12,2
9,abeeku,vfood,9,1,6,5,2
9,alex,vfood,9,1,5,5,2
9,amira,vfood,9,1,6,4,2
9,azibo,vfood,9,1,12,11,2
9,bimbo,vfood,9,1,12,11,2
9,corrie,vfood,9,1,12,12,2
9,diara,vfood,9,1,12,12,2
9,dokana,vfood,9,1,12,11,2
9,fraukje,vfood,9,1,12,12,2
9,frodo,vfood,9,1,12,12,2
9,hope,vfood,9,1,12,10,2
9,jasongo,vfood,9,1,12,12,2
9,joey,vfood,9,1,12,11,2
9,kasai,vfood,9,1,12,12,2
9,kianga,vfood,9,1,12,11,2
9,kibara,vfood,9,1,12,12,2
9,kio,vfood,9,1,12,12,2
9,kisha,vfood,9,1,12,11,2
9,kumili,vfood,9,1,12,12,2
9,kuno,vfood,9,1,12,12,2
9,lexi,vfood,9,1,12,12,2
9,luiza,vfood,9,1,12,9,2
9,maja,vfood,9,1,12,11,2
9,makeni,vfood,9,1,12,11,2
9,natascha,vfood,9,1,12,11,2
9,ohini,vfood,9,1,12,12,2
9,padana,vfood,9,1,12,12,2
9,pini,vfood,9,1,12,12,2
9,raja,vfood,9,1,12,9,2
9,riet,vfood,9,1,12,11,2
9,sandra,vfood,9,1,12,11,2
9,sari,vfood,9,1,12,11,2
9,sumai,vfood,9,1,12,9,2
9,swela,vfood,9,1,12,11,2
9,tai,vfood,9,1,12,12,2
9,yaro,vfood,9,1,12,12,2
9,yasa,vfood,9,1,12,7,2
9,youma,vfood,9,1,12,6,2
10,abeeku,vfood,10,1,1,1,2
10,alex,vfood,10,1,12,12,2
10,amira,vfood,10,1,12,9,2
10,azibo,vfood,10,1,12,12,2
10,bimbo,vfood,10,1,12,12,2
10,corrie,vfood,10,1,12,12,2
10,diara,vfood,10,1,12,12,2
10,dokana,vfood,10,1,12,9,2
10,fraukje,vfood,10,1,12,10,2
10,frodo,vfood,10,1,12,7,2
10,hope,vfood,10,1,12,11,2
10,jeudi,vfood,10,1,12,9,2
10,kasai,vfood,10,1,1,1,2
10,kianga,vfood,10,1,12,12,2
10,kibara,vfood,10,1,12,11,2
10,kio,vfood,10,1,12,12,2
10,kisha,vfood,10,1,12,10,2
10,kumili,vfood,10,1,12,12,2
10,kuno,vfood,10,1,12,12,2
10,lexi,vfood,10,1,12,12,2
10,maja,vfood,10,1,12,12,2
10,makeni,vfood,10,1,12,11,2
10,ohini,vfood,10,1,12,11,2
10,padana,vfood,10,1,12,12,2
10,pini,vfood,10,1,12,12,2
10,raja,vfood,10,1,12,11,2
10,riet,vfood,10,1,12,12,2
10,sandra,vfood,10,1,12,10,2
10,sari,vfood,10,1,6,6,2
10,swela,vfood,10,1,12,11,2
10,tai,vfood,10,1,12,12,2
10,tayo,vfood,10,1,12,10,2
10,yaro,vfood,10,1,12,11,2
10,yasa,vfood,10,1,12,12,2
10,youma,vfood,10,1,12,7,2
10,zira,vfood,10,1,12,10,2
